vendor,catalog,description,bin_locations,ai_keywords
RAT,JB400.P25,"OPEN SPLICE JUNCTION BOX 4"" 25PK",{16-24-901},"{""OPEN SPLICE JUNCTION BOX"",""junction box"",""splice box"",""4 inch junction box"",""NEMA rated junction box"",""25 pack junction boxes"",""metal junction box"",""RAT junction box"",JB400.P25,""electrical junction box"",101.6mm,""101.6 mm"",102mm,""102 mm"",10.16cm,""10.16 cm"",10.2cm,""10.2 cm""}"
RAT,RM115BK,"MAG DADDY 15LB CABLE TIE MOUNT, BLACK, 10PK",{88-03-801},"{""MAG DADDY 15LB CABLE TIE MOUNT"",""cable tie mount"",""tie mount"",""cable tie Holder"",RM115BK,""15LB capacity"",black,10-pack,RAT,""adhesive mount""}"
REC,23551,1/2 PT CANS T PLUS 2,{20-59-804},"{""1/2 PT CANS T PLUS 2"",""paint cans"",""T PLUS 2"",""PT cans"",""paint container"",""rec paint"",NEMA,REC,""electrical supplies"",ratings}"
REC,25551,1/2 PT CANS RECTORSEAL #5,{20-59-802},"{""1/2 PT CANS RECTORSEAL #5"",sealant,""RectorSeal #5"",""pipe joint compound"",PTFE,N/A,N/A,N/A}"
REC,31551,1/2 PT CANS TRU-BLU,{20-57-802},"{""1/2 PT CANS TRU-BLU"",""paint can"",""1/2 pint container"",""pint can"",cans,""Tru-Blu paint"",""REC paint cans"",""1/2pt Tru-Blu"",""blue paint container"",N/A}"
REC,45004,4 OZ BOTTLE RECTORSEAL ACID AW,{20-59-805},"{""4 OZ BOTTLE RECTORSEAL ACID AW"",""acid washer"",""concentrated acid cleaner"",REctorSeal,""4 oz"",non-toxic,N/A,""liquid cleaner"",""plumbing supply""}"
REC,45009,4 OZ BTLE ACID-AWAY FOR POE OI,{20-59-801},"{""4 OZ BTLE ACID-AWAY"",ACID-AWAY,""POE OIL"",""acid neutralizer"",""corrosion inhibitor"",""liquid cleaning solution"",REC,45009,""4 oz bottle"",""industrial cleaning agent""}"
REC,55902,1/2 PT PVC GENE 404L LOW VOC,{20-57-803},"{""1/2 PT PVC GENE 404L LOW VOC"",""PVC conduit"",""low VOC PVC"",""Polyvinyl Chloride"",""chemical resistant"",""NEMA rated"",""low emissions"",""environmentally friendly"",""rec 55902""}"
REC,55912,1/2 PT P PRMR JIM PR1L LOW VOC,{20-50-801},"{""1/2 PT P PRMR JIM PR1L LOW VOC"",primer,""low VOC primer"",PR1L,paint,N/A,water-based,""interior primer"",""REC 55912""}"
REC,55934,QT CLEANER SAM CL-3L LOW VOC,{20-46-701},"{""QT CLEANER SAM CL-3L"",cleaner,solvent,""low VOC cleaner"",""volatile organic compounds"",""safety rating"",N/A,REC,55934,""industrial cleaner""}"
REC,55981,QT CLR PRIMR PR-2L LOW VOC,{20-46-804},"{""QT CLR PRIMR PR-2L"",""low VOC primer"",""clear primer"",""quick drying primer"",""REC 55981"",""eco-friendly primer"",""low volatile organic compound"",PR-2L,""solvent-based primer"",N/A}"
REC,55983,PT MED PVC CONDIT 633L LOW VOC,{20-46-702},"{""PT MED PVC CONDIT 633L LOW VOC"",""PVC conduit"",""polyvinyl chloride conduit"",""low VOC conduit"",""NEMA type 1"",""electric conduit"",""medium sized conduit"",""low emissions conduit"",""weather resistant PVC"",""conduit for electrical wiring""}"
REC,55985,QT MED PVC CONDIT 633L LOW VOC,{20-46-902},"{""QT MED PVC CONDIT 633L"",""PVC conduit"",""low VOC conduit"",""PVC electrical conduit"",""medium PVC conduit"",""rec conduit"",""NEMA rated conduit"",""conduit fittings"",""environmentally friendly conduit"",""flexible conduit""}"
REC,55989,1/2 PT PVC HOT 203L LOW VOC,{20-46-805},"{""1/2 PT PVC HOT 203L LOW VOC"",""PVC pipe"",PVC,""polyvinyl chloride"",""Low VOC PVC"",""low volatile organic compounds"",""REC 55989"",""high-temperature PVC"",N/A,""excellent ratings""}"
REC,57506,SILICONE CAULK CLEAR,{34-06-501},"{""Silicone Caulk Clear"",Sealant,""Silicone Sealant"",Caulk,""Clear Silicone"",""Temperature Resistant Sealant"",""High Adhesion Caulk"",""Silicone Rubber"",N/A,N/A}"
REC,66367,METACAULK BOX GUARD (DOUBLE),{18-57-901},"{""METACAULK BOX GUARD"",""double box guard"",""NEMA rated box guard"",METACAULK,""box guard"",""double wall box guard"",""electrical box protection"",""fire stop device"",""box guard material"",""REC catalog 66367""}"
REC,66389,5 GAL PAIL METACAULK MC150+,{17-22-901},"{""5 GAL PAIL METACAULK MC150+"",sealant,""firestop sealant"",MC150+,metacaulk,""fire retardant material"",N/A,""rated sealant"",""high performance sealant""}"
REC,83561,1/2 LB HOT BLOCK 6PK,{30-11-805},"{""1/2 LB HOT BLOCK"",""hot block"",""HOT BLOCK 6PK"",""REC hot block"",""copper hot block"",""weight 0.5 lb"",""thermal connector"",""electrical connectors"",""heat sink"",""NEMA type""}"
REC,94273,DARK CUTTING OIL GALLON,{20-55-903},"{""DARK CUTTING OIL"",""cutting oil"",""machine lubricant"",""metalworking fluid"",gallon,""industrial oil"",coolant,""oil for machining"",""REC 94273"",N/A}"
REC,96100,AG 1100+ SWITCH FOR METAL PAN,{20-59-807},"{""AG 1100+ SWITCH"",""metal pan switch"",""switch for metal pan"",""REC AG 1100+"",""NEMA rated switch"",""alloy switch"",""electrical switch"",""heavy-duty switch"",""high-performance switch""}"
REC,96503,TO-5 1 TON-3 TON HARD START KIT,{33-10-705},"{""TO-5 Hard Start Kit"",""Hard Start Kit"",""1 Ton Hard Start"",""3 Ton Hard Start"",""REC Hard Start Kit"",""Air Conditioner Hard Start"",""HARD START KIT"",""HVAC Hard Start"",""NEMA-compliant Hard Start"",""HVAC Equipment""}"
REC,97632,SAFE-T-SWITCH SS1 24PK,{20-59-806},"{SAFE-T-SWITCH,SS1,""safety switch"",""NEMA type 1"",""24 pack"",""REC electrical equipment"",""electrical safety"",""switching device"",""24 count"",""safety disconnect""}"
REC,97637,SAFE-T-SWITCH SS2 24PK,{20-57-801},"{""SAFE-T-SWITCH SS2"",""safety switch"",""NEMA 3R"",""24 pack"",""electrical switch"",""switch assembly"",REC,""weatherproof switch"",""circuit protection"",""safety disconnect""}"
REL,PB30,"POWER INLET BOX, 30A, 120/240V, L14-",{35-06-605},"{""Power Inlet Box"",""30A Power Inlet"",""Electrical Inlet Box"",""NEMA L14-30"",""30 Amp Inlet"",""120/240V Inlet Box"",""Heavy Duty Power Inlet"",""Electrical Connectors"",""REL PB30"",""Power Connection Box""}"
REL,PB50,"POWER INLET BOX, 50A, 120/240V",{17-19-803},"{""Power Inlet Box"",""50A Power Inlet"",""50 Amp Inlet Box"",PB50,""120/240V Inlet Box"",""NEMA Configuration"",""Electrical Inlet"",""Power Distribution Box"",""Relay Power Inlet"",""Heavy Duty Inlet""}"
RFR,R134A30,REFRIGERANT 134A 30 LB CYLINDER,{22-47-801},"{""Refrigerant 134A"",Refrigerant,R-134A,""CFC replacement"",""HFC refrigerant"",""30 lb cylinder"",""R134A refrigerant"",""N/A materials"",""High performance refrigerant"",""N/A ratings""}"
RFR,R410A25,REFRIGERANT R410A 25 LB CYLINDER,{22-47-701},"{""Refrigerant R410A"",""R410A 25 lb cylinder"",R410A,refrigerant,HVAC,""25 lb cylinder"",R-410A,coolant,""chlorofluorocarbon alternative"",N/A}"
RFR,R421A25,REFRIGERANT 421A 25 LB CYLINDER,{22-49-801},"{""Refrigerant 421A"",Refrigerants,R421A,""Refrigerant 421A Cylinder"",""Refrigerant R421A 25 lb"",R-421A,""Refrigerant Gas"",N/A,""HFC Blend"",""Cooling Refrigerant""}"
RFR,R438A25,REFRIGERANT 438A 25 LB CYLINDER (MO99)(R22 ALTERN.,{22-49-803},"{""Refrigerant 438A"",""25 lb cylinder"",MO99,""R22 alternative"",""Refrigerant gas"",""HFC refrigerant"",""N/A F-gas"",""Industrial refrigerant"",RFR,R438A25}"
RFR,RS44B,REFRIGERANT RS44B 24LB CYLINDER(R22 ALTERNATIVE),{22-49-701},"{""REFRIGERANT RS44B"",""RS44B Cylinder"",Refrigerant,""R22 Alternative"",""24lb Cylinder"",""Refrigeration Supplies"",RS44B,RFR,""HFC Refrigerant"",""Environmental Friendly Refrigerant""}"
ROB,ALUELB2X90,"2"",90D AL ELB",{14-16-501},"{""2 inch aluminum elbow"",""90 degree elbow"",""aluminum conduit fitting"",""AL ELB"",""NEMA type AL"",""elbow connector"",""fittings for electrical conduit"",""aluminum 90D"",""heavy-duty aluminum elbow"",""rated for outdoor use"",50.8mm,""50.8 mm"",51mm,""51 mm"",5.08cm,""5.08 cm"",5.1cm,""5.1 cm""}"
ROB,E36H24A,"36"" X 24"" X 6"" ENCLOSURE",{23-06-903},"{""36 inch enclosure"",""24 inch enclosure"",""6 inch enclosure"",""ROB E36H24A"",""electrical enclosure"",""NEMA rated enclosure"",""metal enclosure"",""weatherproof enclosure"",""industrial enclosure"",""enclosure for electrical parts"",152.4mm,""152.4 mm"",152mm,""152 mm"",15.24cm,""15.24 cm"",15.2cm,""15.2 cm""}"
ROB,EMTELB112X30,"1-1/2"",30D EMT ELB",{14-02-801},"{""1-1/2 inch EMT elbow"",""EMT ELB"",""emt elbow fitting"",""electrical metallic tubing elbow"",""1.5 inch EMT"",""30 degree EMT elbow"",""EMT conduit"",""NEMA type EMT"",""high strength metal"",""UL listed EMT elbow"",38.1mm,""38.1 mm"",38mm,""38 mm"",3.81cm,""3.81 cm"",3.8cm,""3.8 cm"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm""}"
ROB,EMTELB112X45,"1-1/2"",45D EMT ELB",{14-04-802},"{""1-1/2 inch EMT elbow"",""EMT 45 degree elbow"",""electrical conduit fitting"",""elbow fitting"",""EMT conduit"",EMT,NEMA,""Roberts elbow"",""metal conduit fitting"",""steel elbow"",38.1mm,""38.1 mm"",38mm,""38 mm"",3.81cm,""3.81 cm"",3.8cm,""3.8 cm"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm""}"
ROB,EMTELB114X30,"1-1/4,30D EMT ELB",{14-12-703},"{""1-1/4 EMT ELB"",""EMT Elbow"",""Electrical Metallic Tubing Elbow"",""EMT 90 Degree Bend"",""EMT Connector"",""Roberts 1-1/4 EMT ELB"",""NEMA type: None"",""Metal Elbow"",""Powder Coated Steel"",""30 Degree Elbow""}"
ROB,EMTELB114X45,"1-1/4,45D EMT ELB",{14-04-801},"{""1-1/4 EMT ELB"",""EMT ELB"",""Electrical Metallic Tubing Elbow"",""EMT Elbow"",""1.25 EMT Elbow"",""NEMA type EMT"",""galvanized steel"",""Electrical conduit fittings"",""45-degree elbow"",""commercial rated""}"
ROB,EMTELB12X90,"1/2"",90D EMT ELB",{14-06-801},"{""1/2 inch EMT Elbow"",""90 degree EMT bend"",""Electrical conduit fittings"",""EMT ELB"",""Electrical metal tubing elbow"",""EMT elbow fitting"",""NEMA rated elbow"",""Galvanized steel fittings"",""Conduit accessories"",""EMT conduit"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm""}"
ROB,EMTELB1X45,"1"",45D EMT ELB",{23-04-802},"{""1\"" EMT Elbow"",""Electrical Metallic Tubing Elbow"",""EMT ELB"",""EMT 45 Degree Elbow"",""Electrical Conduit Fitting"",""NEMA Rated ELB"",""Steel Elbow"",""Metal Conduit"",""Conduit Bend"",""EMT Elbow Fitting"",25.4mm,""25.4 mm"",25mm,""25 mm"",2.54cm,""2.54 cm"",2.5cm,""2.5 cm""}"
ROB,EMTELB1X90,"1"",90D EMT ELB",{14-08-806},"{""1 inch EMT elbow"",""EMT conduit fitting"",""90 degree elbow"",""Electrical Metallic Tubing"",""EMT ELB"",""metal conduit connection"",""NEMA rated conduit"",""EMT bend"",""conduit elbow fitting"",""ductile metal"",25.4mm,""25.4 mm"",25mm,""25 mm"",2.54cm,""2.54 cm"",2.5cm,""2.5 cm""}"
ROB,EMTELB212X15,"2-1/2"",15D EMT ELB",{14-16-502},"{""2-1/2 inch EMT ELB"",""EMT conduit elbow"",""Electrical Metallic Tubing elbow"",""EMT ELB"",""15 degrees EMT elbow"",""NEMA rated elbow"",""metal conduit fitting"",""rob EMT elbow"",""electrical fitting"",""conduit bend"",63.5mm,""63.5 mm"",64mm,""64 mm"",6.35cm,""6.35 cm"",6.4cm,""6.4 cm"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm""}"
ROB,EMTELB212X30,"2-1/2"",30D EMT ELB",{14-02-701},"{""2-1/2 inch EMT ELB"",""EMT Elbow"",""Electrical Metallic Tubing Elbow"",""EMT elbow connector"",""NEMA type EMT"",""30 degree elbow"",""ROB EMT parts"",""metallic conduit fittings"",""EMT elbow fitting"",""durable metal elbow"",63.5mm,""63.5 mm"",64mm,""64 mm"",6.35cm,""6.35 cm"",6.4cm,""6.4 cm"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm""}"
ROB,EMTELB212X45,"2-1/2,45D EMT ELB",{14-04-805},"{""2-1/2 EMT ELB"",""EMT conduit elbow"",""2.5 inch electrical fitting"",""EMT elbow 45 degree"",""Electrical metallic tubing elbow"",""EMT elbow fittings"",""NEMA rated elbow"",""Electrical conduit parts"",""Conduit bend"",""Rob EMT ELB""}"
ROB,EMTELB212X90,"2-1/2"",90D EMT ELB",{14-04-901},"{""2-1/2 inch EMT Elbow"",""Electrical metallic tubing elbow"",""EMT elbow"",""90 degree EMT bend"",""EMT conduit fitting"",""Rob 2-1/2\"" elbow"",""NEMA type: EMT"",""Metal tubing elbow"",""Electrical conduit accessory"",""Metal angle fitting"",63.5mm,""63.5 mm"",64mm,""64 mm"",6.35cm,""6.35 cm"",6.4cm,""6.4 cm"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm""}"
ROB,EMTELB2X15,"2"",15D EMT ELB",{14-06-804},"{""2 inch EMT elbow"",""EMT conduit fitting"",""Electrical metal tubing elbow"",""EMT elbow 15 degrees"",""EMT 2 inch ELB"",""NEMA rated conduit fitting"",""electrical conduit elbow"",""EMT elbow connector"",""2 inch EMT 15D"",""EMT fitting"",50.8mm,""50.8 mm"",51mm,""51 mm"",5.08cm,""5.08 cm"",5.1cm,""5.1 cm""}"
ROB,EMTELB2X2212,"2"",22-1/2D EMT ELB",{16-54-812},"{""2 inch EMT elbow"",""22-1/2 degree EMT elbow"",""EMT ELB"",""electrical metallic tubing elbow"",""metal conduit fitting"",""NEMA rated elbow"",""EMT fitting"",""steel elbow"",""electrical conduit accessory"",""EMT connection"",50.8mm,""50.8 mm"",51mm,""51 mm"",5.08cm,""5.08 cm"",5.1cm,""5.1 cm""}"
ROB,EMTELB2X30,"2"",30D EMT ELB",{14-02-803},"{""2 inch EMT elbow"",""EMT ELB"",""Electrical metallic tubing elbow"",""EMT elbow"",""conduit fittings"",""2\"" x 30\"" EMT Elbow"",""NEMA type"",""ROB electrical parts"",""metal conduit elbow"",""conduit connector"",50.8mm,""50.8 mm"",51mm,""51 mm"",5.08cm,""5.08 cm"",5.1cm,""5.1 cm""}"
ROB,EMTELB2X45,"2"",45D EMT ELB",{14-08-901},"{""2 inch EMT ELB"",""EMT elbow"",""electrical metallic tubing elbow"",""EMT 45 degree elbow"",""EMT conduit fittings"",""metal elbow fittings"",""rob EMT parts"",""rated EMT elbow"",""NEMA compliance EMT elbow"",50.8mm,""50.8 mm"",51mm,""51 mm"",5.08cm,""5.08 cm"",5.1cm,""5.1 cm""}"
ROB,EMTELB2X90,"2"",90D EMT ELB",{14-06-902},"{""2 inch EMT elbow"",""EMT 90 degree elbow"",""Electrical Metallic Tubing elbow"",""EMT ELB"",""two inch elbow"",""NEMA type 2"",""metal conduit fitting"",""galvanized metal"",""weather resistant"",""electrical conduit accessory"",50.8mm,""50.8 mm"",51mm,""51 mm"",5.08cm,""5.08 cm"",5.1cm,""5.1 cm""}"
ROB,EMTELB312X30,"3-1/2,30D EMT ELB",{14-04-701},"{""3-1/2 EMT ELB"",""EMT Elbow"",""Electrical Metallic Tubing Elbow"",""EMT Elbow 90 Degree"",""NEMA Type 3R"",""Roberts Electric"",""Steel EMT Elbow"",""30 Degree EMT Elbow"",""EMT Conduit Fittings"",""Metal Elbow Fitting""}"
ROB,EMTELB312X45,"3-1/2"",45D EMT ELB",{14-08-902},"{""3-1/2 inch EMT ELB"",""EMT conduit fittings"",""EMT elbow"",""electrical metal tubing elbow"",""45 degree EMT elbow"",""NEMA type fittings"",""zinc plated steel"",""EMT fittings"",""conduit bend"",""Rob EMT components"",88.9mm,""88.9 mm"",89mm,""89 mm"",8.89cm,""8.89 cm"",8.9cm,""8.9 cm"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm""}"
ROB,EMTELB312X90,"3-1/2"",90D EMT ELB",{14-02-901},"{""3-1/2 inch EMT elbow"",""EMT conduit fittings"",""EMT bend"",""electrical metallic tubing"",""nema type 1 elbow"",""90 degree EMT elbow"",""metal conduit elbow"",""3.5 inch electrical connector"",""electrical bend fitting"",""EMT pipe elbow"",88.9mm,""88.9 mm"",89mm,""89 mm"",8.89cm,""8.89 cm"",8.9cm,""8.9 cm"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm""}"
ROB,EMTELB34X90,"3/4"",90D EMT ELB",{14-06-802},"{""3/4 inch EMT elbow"",""Electrical Metallic Tubing"",""EMT bend"",""EMT elbow 90 degrees"",""NEMA type listed"",""EMT conduit fitting"",""electrical pipe elbow"",""metal conduit"",""Rob EMTELB34X90"",""90 degree EMT fitting"",19.1mm,""19.1 mm"",19mm,""19 mm"",1.91cm,""1.91 cm"",1.9cm,""1.9 cm""}"
ROB,EMTELB3X15,"3"",15D EMT ELB",{14-10-702},"{""3 inch EMT elbow"",EMTELB3X15,""Electrical metallic tubing elbow"",""3\"" EMT angle"",""EMT conduit fitting"",""NEMA type not applicable"",""zinc-coated steel"",""15-degree bend"",""metal elbow fitting"",""EMT conduit accessory"",76.2mm,""76.2 mm"",76mm,""76 mm"",7.62cm,""7.62 cm"",7.6cm,""7.6 cm""}"
ROB,EMTELB3X2212,"3"",22-1/2D EMT ELB",{14-12-802},"{""3 inch EMT elbow"",""22-1/2 degree EMT bend"",""EMT conduit fittings"",""Electrical metal tubing elbow"",""EMT ELB"",""Roberts EMT fittings"",""Electrical conduit"",""NEMA compliant EMT parts"",""metal conduit elbow"",""EMT accessory"",76.2mm,""76.2 mm"",76mm,""76 mm"",7.62cm,""7.62 cm"",7.6cm,""7.6 cm""}"
ROB,EMTELB3X30,"3"" 30D EMT ELB",{14-02-702},"{""3\"" EMT ELB"",""EMT ELB"",""Electrical Metallic Tubing Elbow"",""EMT Elbow"",""3 inch EMT elbow"",""NEMA type no"",rob,""30D EMT ELB"",""EMT fitting"",""metal elbow"",76.2mm,""76.2 mm"",76mm,""76 mm"",7.62cm,""7.62 cm"",7.6cm,""7.6 cm""}"
ROB,EMTELB3X45,"3"",45D EMT ELB",{14-06-702},"{""3 inch EMT Elbow"",""EMT conduit fitting"",""45 degree EMT bend"",""Electrical metallic tubing elbow"",""EMT elbow 3 inch"",""NEMA rated EMT fitting"",""EMT elbow type 3"",""EMT 45D elbow"",""Metal conduit elbow"",""Rob EMT elbow"",76.2mm,""76.2 mm"",76mm,""76 mm"",7.62cm,""7.62 cm"",7.6cm,""7.6 cm""}"
ROB,EMTELB3X90,"3"",90D EMT ELB",{14-04-902},"{""3 inch EMT elbow"",""EMT ELB"",""electrical metallic tubing elbow"",""conduit fitting"",""NEMA rated"",""metal conduit elbow"",""EMT fitting"",""90 degree EMT elbow"",""rob EMTELB3X90"",""EMT conduit accessories"",76.2mm,""76.2 mm"",76mm,""76 mm"",7.62cm,""7.62 cm"",7.6cm,""7.6 cm""}"
ROB,EMTELB4X30,"4"",30D EMT ELB",{14-10-902},"{""4\"" EMT Elbow"",""30 Degree EMT Elbow"",""Electrical Metallic Tubing Elbow"",""EMT Elbow 4 Inch"",""EMT Elbow 30D"",""Conduit Fitting"",""Metal Electrical Conduit"",""EMT Elbow"",""NEMA Type EMT"",""Steel Elbow"",101.6mm,""101.6 mm"",102mm,""102 mm"",10.16cm,""10.16 cm"",10.2cm,""10.2 cm""}"
ROB,EMTELB4X45,"4"",45D EMT ELB",{14-06-901},"{""4\"" EMT ELB"",""EMT elbow"",""4 inch EMT elbow"",""Electrical Metal Tubing elbow"",""EMT 45 degree elbow"",""EMT conduit fittings"",""EMT ELB"",""Rob EMT 45D elbow"",""NEMA rated elbow"",""Electrical conduit elbow"",101.6mm,""101.6 mm"",102mm,""102 mm"",10.16cm,""10.16 cm"",10.2cm,""10.2 cm""}"
ROB,GALCPLG1,"1"" RGD CPLG",{14-14-901},"{""1\"" RGD CPLG"",""Rigid Coupling"",""RGD Coupling"",""Rigid Pipe Coupling"",Coupling,""1 inch coupling"",""Metal Coupling"",NEMA,""Galvanized Steel"",N/A,25.4mm,""25.4 mm"",25mm,""25 mm"",2.54cm,""2.54 cm"",2.5cm,""2.5 cm""}"
ROB,GALCPLG112,"1-1/2"" RGD CPLG",{14-14-903},"{""1-1/2 inch RGD coupling"",""RGD coupling"",""RGD CPLG"",""1.5 inch connector"",""coupling fitting"",""metal coupling"",""high rating coupling"",""NEMA type coupling"",38.1mm,""38.1 mm"",38mm,""38 mm"",3.81cm,""3.81 cm"",3.8cm,""3.8 cm"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm""}"
ROB,GALCPLG114,"1-1/4"" RGD CPLG",{14-14-902},"{""1-1/4\"" RGD CPLG"",CPLG,Coupling,""Rigid Coupling"",""Galvanized Steel"",""NEMA Type R"",""Electrical Coupling"",""1.25 inch Coupling"",RGD,""Robust Electrical Connector"",31.8mm,""31.8 mm"",32mm,""32 mm"",3.18cm,""3.18 cm"",3.2cm,""3.2 cm"",6.4mm,""6.4 mm"",6mm,""6 mm"",0.64cm,""0.64 cm"",0.6cm,""0.6 cm""}"
ROB,GALCPLG12,"1/2"" RGD CPL",{14-14-806},"{""1/2 inch rigid coupling"",""rigid coupling"",CPL,coupling,""galvanized steel"",""two-piece coupling"",NEMA,rob,""electrical fitting"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm""}"
ROB,GALCPLG212,"2-1/2"" RGD CPLG",{14-14-805},"{""2-1/2\"" RGD CPLG"",coupling,""RGD coupling"",""reduced grip coupling"",""metal coupling"",""NEMA type"",galvanized,""rated for exposure"",""rob electrical supply"",22,63.5mm,""63.5 mm"",64mm,""64 mm"",6.35cm,""6.35 cm"",6.4cm,""6.4 cm"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm""}"
ROB,GALCPLG3,"3"" RGD CPLG",{14-14-801},"{""3\"" RGD CPLG"",""Rigid Coupling"",""Rigid Coupling 3 inch"",""RGD Coupling"",""3 inch coupling"",""NEMA type: N/A"",""Material: Galvanized Steel"",""Rob Electrical Supply"",""High rating"",""Electrical fittings"",76.2mm,""76.2 mm"",76mm,""76 mm"",7.62cm,""7.62 cm"",7.6cm,""7.6 cm""}"
ROB,GALCPLG312,"3-1/2"" RGD CPLG",{14-14-905},"{""3-1/2 inch RGD coupling"",""RGD coupling"",coupling,""reduction coupling"",""galvanized steel"",""NEMA rated"",""3.5 inch coupling"",""pipe coupling"",""threaded coupling"",88.9mm,""88.9 mm"",89mm,""89 mm"",8.89cm,""8.89 cm"",8.9cm,""8.9 cm"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm""}"
ROB,GALCPLG34,"3/4"" RGD CPLG",{14-14-804},"{""3/4 inch RGD coupling"",coupling,coupler,""RGD CPLG"",""1/2 inch NPT"",""galvanized steel"",""high strength"",ANSI,NEMA,""NPT fitting"",19.1mm,""19.1 mm"",19mm,""19 mm"",1.91cm,""1.91 cm"",1.9cm,""1.9 cm""}"
ROB,GALCPLG4,"4"" RIGID COUPLING",{14-20-802},"{""4 inch rigid coupling"",""rigid coupling"",""pipe coupling"",""coupling connector"",""NEMA coupling"",""galvanized steel coupling"",""galvanized coupling"",""4' coupling"",""rated coupling"",galcplg4,101.6mm,""101.6 mm"",102mm,""102 mm"",10.16cm,""10.16 cm"",10.2cm,""10.2 cm"",""4\"""",4,""4 inch"",""4 in""}"
ROB,GALELB112X45,"1-1/2"",45D RGD ELB",{14-08-803},"{""1-1/2 inch rigid elbow"",""RGD elbow"",""45 degree elbow"",""electrical fitting"",""conduit connector"",""metal conduit"",""NEMA rated"",""steel fitting"",ELB112,GALELB112X45,38.1mm,""38.1 mm"",38mm,""38 mm"",3.81cm,""3.81 cm"",3.8cm,""3.8 cm"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm""}"
ROB,GALELB112X90,"1-1/2"",90D RGD ELB",{14-12-805},"{""1-1/2 inch 90 degree rigid elbow"",""RGD elbow"",""Rigid elbow fitting"",""Elbow connector"",""90 degree elbow"",""Metal elbow connector"",GALELB112X90,""Electrical conduit fitting"",""NEMA type unspecified"",""Robust construction"",38.1mm,""38.1 mm"",38mm,""38 mm"",3.81cm,""3.81 cm"",3.8cm,""3.8 cm"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm""}"
ROB,GALELB114X45,"1-1/4"",45D RGD ELB",{14-08-801},"{""1-1/4 inch RGD elbow"",""45 degree RGD elbow"",""rob elb 114x45"",""conduit fittings"",""right angle elbow"",""NEMA RGD"",""1.25 inch conduit"",""heavy duty elbow"",""wire conduit fittings"",""elbow connector"",31.8mm,""31.8 mm"",32mm,""32 mm"",3.18cm,""3.18 cm"",3.2cm,""3.2 cm"",6.4mm,""6.4 mm"",6mm,""6 mm"",0.64cm,""0.64 cm"",0.6cm,""0.6 cm""}"
ROB,GALELB12X90,"1/2"",90D RGD ELB",{14-14-501},"{""1/2 inch 90 degree rigid elbow"",""rigid elbow"",""RGD ELB"",""elbow fitting"",""metal elbow connector"",""1/2\"" NEMA"",""rated elbow"",""conduit elbow"",""electrical conduit fittings"",""ROB GALELB12X90"",12.7mm,""12.7 mm"",13mm,""13 mm"",1.27cm,""1.27 cm"",1.3cm,""1.3 cm""}"
